source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,0,0,3.0,9.1,AVAILABLE,35.0,240.0,672.0,554.7837753295898,714.1066131591797,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,1,4.0,14.4,AVAILABLE,19.9,554.7837753295898,741.7740325927734,790.5376510620117,769.4414520263672,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,2,4.0,19.6,AVAILABLE,14.05,790.5376510620117,741.7740325927734,1030.0081787109375,769.4414520263672,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,3,4.0,24.9,AVAILABLE,12.05,1030.0081787109375,741.7740325927734,1269.4786834716797,769.4414520263672,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,4,4.0,30.1,NOT_AVAILABLE,,1269.4786834716797,741.7740325927734,1545.0,769.4414520263672,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,0,4.5,9.1,AVAILABLE,25.5,240.0,769.4414520263672,554.7837753295898,797.1088714599609,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,1,4.5,14.4,AVAILABLE,19.15,554.7837753295898,769.4414520263672,790.5376510620117,797.1088714599609,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,2,4.5,19.6,AVAILABLE,13.2,790.5376510620117,769.4414520263672,1030.0081787109375,797.1088714599609,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,3,4.5,24.9,AVAILABLE,11.3,1030.0081787109375,769.4414520263672,1269.4786834716797,797.1088714599609,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,4,4.5,30.1,AVAILABLE,5.0,1269.4786834716797,769.4414520263672,1545.0,797.1088714599609,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,0,5.0,9.1,AVAILABLE,23.0,240.0,797.1088714599609,554.7837753295898,824.7762908935547,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,1,5.0,14.4,AVAILABLE,18.45,554.7837753295898,797.1088714599609,790.5376510620117,824.7762908935547,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,2,5.0,19.6,AVAILABLE,12.45,790.5376510620117,797.1088714599609,1030.0081787109375,824.7762908935547,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,3,5.0,24.9,AVAILABLE,10.6,1030.0081787109375,797.1088714599609,1269.4786834716797,824.7762908935547,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,4,5.0,30.1,AVAILABLE,5.0,1269.4786834716797,797.1088714599609,1545.0,824.7762908935547,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,0,6.0,9.1,AVAILABLE,16.25,240.0,824.7762908935547,554.7837753295898,852.4437103271484,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,1,6.0,14.4,AVAILABLE,17.25,554.7837753295898,824.7762908935547,790.5376510620117,852.4437103271484,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,2,6.0,19.6,AVAILABLE,11.0,790.5376510620117,824.7762908935547,1030.0081787109375,852.4437103271484,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,3,6.0,24.9,AVAILABLE,9.4,1030.0081787109375,824.7762908935547,1269.4786834716797,852.4437103271484,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,4,6.0,30.1,AVAILABLE,5.0,1269.4786834716797,824.7762908935547,1545.0,852.4437103271484,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,0,7.0,9.1,NOT_AVAILABLE,,240.0,852.4437103271484,554.7837753295898,880.1111297607422,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,1,7.0,14.4,AVAILABLE,12.1,554.7837753295898,852.4437103271484,790.5376510620117,880.1111297607422,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,2,7.0,19.6,AVAILABLE,9.8,790.5376510620117,852.4437103271484,1030.0081787109375,880.1111297607422,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,3,7.0,24.9,AVAILABLE,8.35,1030.0081787109375,852.4437103271484,1269.4786834716797,880.1111297607422,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,4,7.0,30.1,AVAILABLE,5.0,1269.4786834716797,852.4437103271484,1545.0,880.1111297607422,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,0,8.0,9.1,NOT_AVAILABLE,,240.0,880.1111297607422,554.7837753295898,907.7785491943359,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,1,8.0,14.4,AVAILABLE,9.45,554.7837753295898,880.1111297607422,790.5376510620117,907.7785491943359,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,2,8.0,19.6,AVAILABLE,8.85,790.5376510620117,880.1111297607422,1030.0081787109375,907.7785491943359,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,3,8.0,24.9,AVAILABLE,7.5,1030.0081787109375,880.1111297607422,1269.4786834716797,907.7785491943359,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,4,8.0,30.1,AVAILABLE,5.0,1269.4786834716797,880.1111297607422,1545.0,907.7785491943359,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,0,9.0,9.1,NOT_AVAILABLE,,240.0,907.7785491943359,554.7837753295898,935.4459686279297,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,1,9.0,14.4,AVAILABLE,7.6,554.7837753295898,907.7785491943359,790.5376510620117,935.4459686279297,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,2,9.0,19.6,AVAILABLE,8.05,790.5376510620117,907.7785491943359,1030.0081787109375,935.4459686279297,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,3,9.0,24.9,AVAILABLE,6.8,1030.0081787109375,907.7785491943359,1269.4786834716797,935.4459686279297,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,4,9.0,30.1,AVAILABLE,5.0,1269.4786834716797,907.7785491943359,1545.0,935.4459686279297,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,0,10.0,9.1,NOT_AVAILABLE,,240.0,935.4459686279297,554.7837753295898,963.1133880615234,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,1,10.0,14.4,AVAILABLE,6.25,554.7837753295898,935.4459686279297,790.5376510620117,963.1133880615234,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,2,10.0,19.6,AVAILABLE,6.3,790.5376510620117,935.4459686279297,1030.0081787109375,963.1133880615234,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,3,10.0,24.9,AVAILABLE,6.2,1030.0081787109375,935.4459686279297,1269.4786834716797,963.1133880615234,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,4,10.0,30.1,AVAILABLE,5.0,1269.4786834716797,935.4459686279297,1545.0,963.1133880615234,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,0,11.0,9.1,NOT_AVAILABLE,,240.0,963.1133880615234,554.7837753295898,990.7808532714844,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,1,11.0,14.4,AVAILABLE,5.25,554.7837753295898,963.1133880615234,790.5376510620117,990.7808532714844,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,2,11.0,19.6,AVAILABLE,5.3,790.5376510620117,963.1133880615234,1030.0081787109375,990.7808532714844,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,3,11.0,24.9,AVAILABLE,5.7,1030.0081787109375,963.1133880615234,1269.4786834716797,990.7808532714844,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,4,11.0,30.1,AVAILABLE,4.8,1269.4786834716797,963.1133880615234,1545.0,990.7808532714844,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,0,12.0,9.1,NOT_AVAILABLE,,240.0,990.7808532714844,554.7837753295898,1018.4483642578125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,1,12.0,14.4,NOT_AVAILABLE,,554.7837753295898,990.7808532714844,790.5376510620117,1018.4483642578125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,2,12.0,19.6,AVAILABLE,4.5,790.5376510620117,990.7808532714844,1030.0081787109375,1018.4483642578125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,3,12.0,24.9,AVAILABLE,4.5,1030.0081787109375,990.7808532714844,1269.4786834716797,1018.4483642578125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,4,12.0,30.1,AVAILABLE,4.5,1269.4786834716797,990.7808532714844,1545.0,1018.4483642578125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,0,13.0,9.1,NOT_AVAILABLE,,240.0,1018.4483642578125,554.7837753295898,1046.1158752441406,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,1,13.0,14.4,NOT_AVAILABLE,,554.7837753295898,1018.4483642578125,790.5376510620117,1046.1158752441406,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,2,13.0,19.6,AVAILABLE,3.85,790.5376510620117,1018.4483642578125,1030.0081787109375,1046.1158752441406,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,3,13.0,24.9,AVAILABLE,3.8,1030.0081787109375,1018.4483642578125,1269.4786834716797,1046.1158752441406,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,4,13.0,30.1,AVAILABLE,3.7,1269.4786834716797,1018.4483642578125,1545.0,1046.1158752441406,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,0,14.0,9.1,NOT_AVAILABLE,,240.0,1046.1158752441406,554.7837753295898,1073.7833862304688,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,1,14.0,14.4,NOT_AVAILABLE,,554.7837753295898,1046.1158752441406,790.5376510620117,1073.7833862304688,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,2,14.0,19.6,AVAILABLE,3.3,790.5376510620117,1046.1158752441406,1030.0081787109375,1073.7833862304688,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,3,14.0,24.9,AVAILABLE,3.3,1030.0081787109375,1046.1158752441406,1269.4786834716797,1073.7833862304688,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,4,14.0,30.1,AVAILABLE,3.3,1269.4786834716797,1046.1158752441406,1545.0,1073.7833862304688,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,0,15.0,9.1,NOT_AVAILABLE,,240.0,1073.7833862304688,554.7837753295898,1101.4508972167969,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,1,15.0,14.4,NOT_AVAILABLE,,554.7837753295898,1073.7833862304688,790.5376510620117,1101.4508972167969,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,2,15.0,19.6,AVAILABLE,2.9,790.5376510620117,1073.7833862304688,1030.0081787109375,1101.4508972167969,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,3,15.0,24.9,AVAILABLE,2.85,1030.0081787109375,1073.7833862304688,1269.4786834716797,1101.4508972167969,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,4,15.0,30.1,AVAILABLE,2.85,1269.4786834716797,1073.7833862304688,1545.0,1101.4508972167969,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,0,16.0,9.1,NOT_AVAILABLE,,240.0,1101.4508972167969,554.7837753295898,1129.118408203125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,1,16.0,14.4,NOT_AVAILABLE,,554.7837753295898,1101.4508972167969,790.5376510620117,1129.118408203125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,2,16.0,19.6,AVAILABLE,2.45,790.5376510620117,1101.4508972167969,1030.0081787109375,1129.118408203125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,3,16.0,24.9,AVAILABLE,2.5,1030.0081787109375,1101.4508972167969,1269.4786834716797,1129.118408203125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,4,16.0,30.1,AVAILABLE,2.5,1269.4786834716797,1101.4508972167969,1545.0,1129.118408203125,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,0,17.0,9.1,NOT_AVAILABLE,,240.0,1129.118408203125,554.7837753295898,1156.7859191894531,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,1,17.0,14.4,NOT_AVAILABLE,,554.7837753295898,1129.118408203125,790.5376510620117,1156.7859191894531,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,2,17.0,19.6,AVAILABLE,2.15,790.5376510620117,1129.118408203125,1030.0081787109375,1156.7859191894531,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,3,17.0,24.9,AVAILABLE,2.15,1030.0081787109375,1129.118408203125,1269.4786834716797,1156.7859191894531,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,4,17.0,30.1,AVAILABLE,2.2,1269.4786834716797,1129.118408203125,1545.0,1156.7859191894531,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,0,18.0,9.1,NOT_AVAILABLE,,240.0,1156.7859191894531,554.7837753295898,1184.4534301757812,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,1,18.0,14.4,NOT_AVAILABLE,,554.7837753295898,1156.7859191894531,790.5376510620117,1184.4534301757812,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,2,18.0,19.6,NOT_AVAILABLE,,790.5376510620117,1156.7859191894531,1030.0081787109375,1184.4534301757812,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,3,18.0,24.9,AVAILABLE,1.9,1030.0081787109375,1156.7859191894531,1269.4786834716797,1184.4534301757812,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,4,18.0,30.1,AVAILABLE,1.9,1269.4786834716797,1156.7859191894531,1545.0,1184.4534301757812,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,18,0,19.0,9.1,NOT_AVAILABLE,,240.0,1184.4534301757812,554.7837753295898,1212.1209411621094,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,18,1,19.0,14.4,NOT_AVAILABLE,,554.7837753295898,1184.4534301757812,790.5376510620117,1212.1209411621094,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,18,2,19.0,19.6,NOT_AVAILABLE,,790.5376510620117,1184.4534301757812,1030.0081787109375,1212.1209411621094,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,18,3,19.0,24.9,AVAILABLE,1.65,1030.0081787109375,1184.4534301757812,1269.4786834716797,1212.1209411621094,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,18,4,19.0,30.1,AVAILABLE,1.65,1269.4786834716797,1184.4534301757812,1545.0,1212.1209411621094,false,,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,19,0,20.0,9.1,NOT_AVAILABLE,,240.0,1212.1209411621094,554.7837753295898,1239.7884521484375,false,,AI visual transcription candidate; requires independent PDF review
