source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,0,0,3,9.1,AVAILABLE,30.15,240,1752,554.7837753,1811.11615,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,4,2,5,19.6,AVAILABLE,10.85,790.5376511,1894.118683,1030.008179,1921.786194,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,4,3,5,24.9,AVAILABLE,10.6,1030.008179,1894.118683,1269.478683,1921.786194,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,4,4,5,30.1,AVAILABLE,5,1269.478683,1894.118683,1545,1921.786194,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,0,6,9.1,AVAILABLE,8.05,240,1921.786194,554.7837753,1949.453705,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,1,6,14.4,AVAILABLE,8.15,554.7837753,1921.786194,790.5376511,1949.453705,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,2,6,19.6,AVAILABLE,8.05,790.5376511,1921.786194,1030.008179,1949.453705,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,3,6,24.9,AVAILABLE,7.85,1030.008179,1921.786194,1269.478683,1949.453705,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,4,6,30.1,AVAILABLE,5,1269.478683,1921.786194,1545,1949.453705,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,0,7,9.1,NOT_AVAILABLE,-,240,1949.453705,554.7837753,1977.121216,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,1,7,14.4,AVAILABLE,6.2,554.7837753,1949.453705,790.5376511,1977.121216,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,2,7,19.6,AVAILABLE,6.25,790.5376511,1949.453705,1030.008179,1977.121216,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,3,7,24.9,AVAILABLE,6.1,1030.008179,1949.453705,1269.478683,1977.121216,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,4,7,30.1,AVAILABLE,5,1269.478683,1949.453705,1545,1977.121216,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,0,8,9.1,NOT_AVAILABLE,-,240,1977.121216,554.7837753,2004.788727,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,1,8,14.4,AVAILABLE,4.9,554.7837753,1977.121216,790.5376511,2004.788727,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,2,8,19.6,AVAILABLE,4.9,790.5376511,1977.121216,1030.008179,2004.788727,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,3,8,24.9,AVAILABLE,4.75,1030.008179,1977.121216,1269.478683,2004.788727,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,4,8,30.1,AVAILABLE,4.7,1269.478683,1977.121216,1545,2004.788727,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,0,9,9.1,NOT_AVAILABLE,-,240,2004.788727,554.7837753,2032.456238,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,1,9,14.4,AVAILABLE,3.95,554.7837753,2004.788727,790.5376511,2032.456238,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,2,9,19.6,AVAILABLE,3.95,790.5376511,2004.788727,1030.008179,2032.456238,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,3,9,24.9,AVAILABLE,3.85,1030.008179,2004.788727,1269.478683,2032.456238,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,4,9,30.1,AVAILABLE,3.8,1269.478683,2004.788727,1545,2032.456238,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,0,10,9.1,NOT_AVAILABLE,-,240,2032.456238,554.7837753,2060.123749,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,1,10,14.4,AVAILABLE,3.2,554.7837753,2032.456238,790.5376511,2060.123749,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,2,10,19.6,AVAILABLE,3.25,790.5376511,2032.456238,1030.008179,2060.123749,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,3,10,24.9,AVAILABLE,3.15,1030.008179,2032.456238,1269.478683,2060.123749,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,4,10,30.1,AVAILABLE,3.1,1269.478683,2032.456238,1545,2060.123749,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,0,11,9.1,NOT_AVAILABLE,-,240,2060.123749,554.7837753,2087.79126,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,1,11,14.4,AVAILABLE,2.6,554.7837753,2060.123749,790.5376511,2087.79126,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,2,11,19.6,AVAILABLE,2.65,790.5376511,2060.123749,1030.008179,2087.79126,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,3,11,24.9,AVAILABLE,2.65,1030.008179,2060.123749,1269.478683,2087.79126,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,4,11,30.1,AVAILABLE,2.55,1269.478683,2060.123749,1545,2087.79126,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,0,12,9.1,NOT_AVAILABLE,-,240,2087.79126,554.7837753,2115.458771,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,1,12,14.4,NOT_AVAILABLE,-,554.7837753,2087.79126,790.5376511,2115.458771,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,2,12,19.6,AVAILABLE,2.15,790.5376511,2087.79126,1030.008179,2115.458771,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,3,12,24.9,AVAILABLE,2.15,1030.008179,2087.79126,1269.478683,2115.458771,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,4,12,30.1,AVAILABLE,2.15,1269.478683,2087.79126,1545,2115.458771,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,0,13,9.1,NOT_AVAILABLE,-,240,2115.458771,554.7837753,2143.126282,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,1,13,14.4,NOT_AVAILABLE,-,554.7837753,2115.458771,790.5376511,2143.126282,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,2,13,19.6,AVAILABLE,1.8,790.5376511,2115.458771,1030.008179,2143.126282,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,3,13,24.9,AVAILABLE,1.8,1030.008179,2115.458771,1269.478683,2143.126282,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,4,13,30.1,AVAILABLE,1.8,1269.478683,2115.458771,1545,2143.126282,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,0,14,9.1,NOT_AVAILABLE,-,240,2143.126282,554.7837753,2170.793793,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,1,14,14.4,NOT_AVAILABLE,-,554.7837753,2143.126282,790.5376511,2170.793793,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,2,14,19.6,AVAILABLE,1.45,790.5376511,2143.126282,1030.008179,2170.793793,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,3,14,24.9,AVAILABLE,1.45,1030.008179,2143.126282,1269.478683,2170.793793,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,4,14,30.1,AVAILABLE,1.45,1269.478683,2143.126282,1545,2170.793793,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,0,15,9.1,NOT_AVAILABLE,-,240,2170.793793,554.7837753,2198.461304,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,1,15,14.4,NOT_AVAILABLE,-,554.7837753,2170.793793,790.5376511,2198.461304,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,2,15,19.6,AVAILABLE,1.2,790.5376511,2170.793793,1030.008179,2198.461304,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,3,15,24.9,AVAILABLE,1.2,1030.008179,2170.793793,1269.478683,2198.461304,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,4,15,30.1,AVAILABLE,1.2,1269.478683,2170.793793,1545,2198.461304,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,0,16,9.1,NOT_AVAILABLE,-,240,2198.461304,554.7837753,2226.128815,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,1,16,14.4,NOT_AVAILABLE,-,554.7837753,2198.461304,790.5376511,2226.128815,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,2,16,19.6,AVAILABLE,0.95,790.5376511,2198.461304,1030.008179,2226.128815,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,3,16,24.9,AVAILABLE,0.95,1030.008179,2198.461304,1269.478683,2226.128815,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,4,16,30.1,AVAILABLE,0.95,1269.478683,2198.461304,1545,2226.128815,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,0,17,9.1,NOT_AVAILABLE,-,240,2226.128815,554.7837753,2253.796326,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,1,17,14.4,NOT_AVAILABLE,-,554.7837753,2226.128815,790.5376511,2253.796326,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,2,17,19.6,AVAILABLE,0.75,790.5376511,2226.128815,1030.008179,2253.796326,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,3,17,24.9,AVAILABLE,0.75,1030.008179,2226.128815,1269.478683,2253.796326,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,4,17,30.1,AVAILABLE,0.8,1269.478683,2226.128815,1545,2253.796326,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,0,18,9.1,NOT_AVAILABLE,-,240,2253.796326,554.7837753,2281.463837,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,1,18,14.4,NOT_AVAILABLE,-,554.7837753,2253.796326,790.5376511,2281.463837,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,2,18,19.6,NOT_AVAILABLE,-,790.5376511,2253.796326,1030.008179,2281.463837,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,3,18,24.9,AVAILABLE,0.6,1030.008179,2253.796326,1269.478683,2281.463837,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,4,18,30.1,AVAILABLE,0.6,1269.478683,2253.796326,1545,2281.463837,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,18,0,19,9.1,NOT_AVAILABLE,-,240,2281.463837,554.7837753,2309.131348,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,18,1,19,14.4,NOT_AVAILABLE,-,554.7837753,2281.463837,790.5376511,2309.131348,TRUE,2026-09-13T17:00:00Z,Direct independent PDF review required; no parser value supplied.
