source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,0,0,3.0,9.1,,,240.0,1752.0,554.7837753295898,1811.1161499023438,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,4,3,5.0,24.9,,,1030.0081787109375,1894.1186828613281,1269.4786834716797,1921.7861938476562,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,4,4,5.0,30.1,,,1269.4786834716797,1894.1186828613281,1545.0,1921.7861938476562,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,0,6.0,9.1,,,240.0,1921.7861938476562,554.7837753295898,1949.4537048339844,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,1,6.0,14.4,,,554.7837753295898,1921.7861938476562,790.5376510620117,1949.4537048339844,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,2,6.0,19.6,,,790.5376510620117,1921.7861938476562,1030.0081787109375,1949.4537048339844,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,3,6.0,24.9,,,1030.0081787109375,1921.7861938476562,1269.4786834716797,1949.4537048339844,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,5,4,6.0,30.1,,,1269.4786834716797,1921.7861938476562,1545.0,1949.4537048339844,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,0,7.0,9.1,,,240.0,1949.4537048339844,554.7837753295898,1977.1212158203125,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,1,7.0,14.4,,,554.7837753295898,1949.4537048339844,790.5376510620117,1977.1212158203125,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,2,7.0,19.6,,,790.5376510620117,1949.4537048339844,1030.0081787109375,1977.1212158203125,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,3,7.0,24.9,,,1030.0081787109375,1949.4537048339844,1269.4786834716797,1977.1212158203125,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,6,4,7.0,30.1,,,1269.4786834716797,1949.4537048339844,1545.0,1977.1212158203125,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,0,8.0,9.1,,,240.0,1977.1212158203125,554.7837753295898,2004.7887268066406,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,1,8.0,14.4,,,554.7837753295898,1977.1212158203125,790.5376510620117,2004.7887268066406,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,2,8.0,19.6,,,790.5376510620117,1977.1212158203125,1030.0081787109375,2004.7887268066406,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,3,8.0,24.9,,,1030.0081787109375,1977.1212158203125,1269.4786834716797,2004.7887268066406,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,7,4,8.0,30.1,,,1269.4786834716797,1977.1212158203125,1545.0,2004.7887268066406,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,0,9.0,9.1,,,240.0,2004.7887268066406,554.7837753295898,2032.4562377929688,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,1,9.0,14.4,,,554.7837753295898,2004.7887268066406,790.5376510620117,2032.4562377929688,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,2,9.0,19.6,,,790.5376510620117,2004.7887268066406,1030.0081787109375,2032.4562377929688,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,3,9.0,24.9,,,1030.0081787109375,2004.7887268066406,1269.4786834716797,2032.4562377929688,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,8,4,9.0,30.1,,,1269.4786834716797,2004.7887268066406,1545.0,2032.4562377929688,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,0,10.0,9.1,,,240.0,2032.4562377929688,554.7837753295898,2060.123748779297,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,1,10.0,14.4,,,554.7837753295898,2032.4562377929688,790.5376510620117,2060.123748779297,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,2,10.0,19.6,,,790.5376510620117,2032.4562377929688,1030.0081787109375,2060.123748779297,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,3,10.0,24.9,,,1030.0081787109375,2032.4562377929688,1269.4786834716797,2060.123748779297,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,9,4,10.0,30.1,,,1269.4786834716797,2032.4562377929688,1545.0,2060.123748779297,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,0,11.0,9.1,,,240.0,2060.123748779297,554.7837753295898,2087.791259765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,1,11.0,14.4,,,554.7837753295898,2060.123748779297,790.5376510620117,2087.791259765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,2,11.0,19.6,,,790.5376510620117,2060.123748779297,1030.0081787109375,2087.791259765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,3,11.0,24.9,,,1030.0081787109375,2060.123748779297,1269.4786834716797,2087.791259765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,10,4,11.0,30.1,,,1269.4786834716797,2060.123748779297,1545.0,2087.791259765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,0,12.0,9.1,,,240.0,2087.791259765625,554.7837753295898,2115.458770751953,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,1,12.0,14.4,,,554.7837753295898,2087.791259765625,790.5376510620117,2115.458770751953,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,2,12.0,19.6,,,790.5376510620117,2087.791259765625,1030.0081787109375,2115.458770751953,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,3,12.0,24.9,,,1030.0081787109375,2087.791259765625,1269.4786834716797,2115.458770751953,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,11,4,12.0,30.1,,,1269.4786834716797,2087.791259765625,1545.0,2115.458770751953,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,0,13.0,9.1,,,240.0,2115.458770751953,554.7837753295898,2143.1262817382812,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,1,13.0,14.4,,,554.7837753295898,2115.458770751953,790.5376510620117,2143.1262817382812,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,2,13.0,19.6,,,790.5376510620117,2115.458770751953,1030.0081787109375,2143.1262817382812,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,3,13.0,24.9,,,1030.0081787109375,2115.458770751953,1269.4786834716797,2143.1262817382812,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,12,4,13.0,30.1,,,1269.4786834716797,2115.458770751953,1545.0,2143.1262817382812,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,0,14.0,9.1,,,240.0,2143.1262817382812,554.7837753295898,2170.7937927246094,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,1,14.0,14.4,,,554.7837753295898,2143.1262817382812,790.5376510620117,2170.7937927246094,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,2,14.0,19.6,,,790.5376510620117,2143.1262817382812,1030.0081787109375,2170.7937927246094,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,3,14.0,24.9,,,1030.0081787109375,2143.1262817382812,1269.4786834716797,2170.7937927246094,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,13,4,14.0,30.1,,,1269.4786834716797,2143.1262817382812,1545.0,2170.7937927246094,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,0,15.0,9.1,,,240.0,2170.7937927246094,554.7837753295898,2198.4613037109375,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,1,15.0,14.4,,,554.7837753295898,2170.7937927246094,790.5376510620117,2198.4613037109375,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,2,15.0,19.6,,,790.5376510620117,2170.7937927246094,1030.0081787109375,2198.4613037109375,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,3,15.0,24.9,,,1030.0081787109375,2170.7937927246094,1269.4786834716797,2198.4613037109375,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,14,4,15.0,30.1,,,1269.4786834716797,2170.7937927246094,1545.0,2198.4613037109375,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,0,16.0,9.1,,,240.0,2198.4613037109375,554.7837753295898,2226.1288146972656,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,1,16.0,14.4,,,554.7837753295898,2198.4613037109375,790.5376510620117,2226.1288146972656,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,2,16.0,19.6,,,790.5376510620117,2198.4613037109375,1030.0081787109375,2226.1288146972656,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,3,16.0,24.9,,,1030.0081787109375,2198.4613037109375,1269.4786834716797,2226.1288146972656,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,15,4,16.0,30.1,,,1269.4786834716797,2198.4613037109375,1545.0,2226.1288146972656,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,0,17.0,9.1,,,240.0,2226.1288146972656,554.7837753295898,2253.7963256835938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,1,17.0,14.4,,,554.7837753295898,2226.1288146972656,790.5376510620117,2253.7963256835938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,2,17.0,19.6,,,790.5376510620117,2226.1288146972656,1030.0081787109375,2253.7963256835938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,3,17.0,24.9,,,1030.0081787109375,2226.1288146972656,1269.4786834716797,2253.7963256835938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,16,4,17.0,30.1,,,1269.4786834716797,2226.1288146972656,1545.0,2253.7963256835938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,0,18.0,9.1,,,240.0,2253.7963256835938,554.7837753295898,2281.463836669922,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,1,18.0,14.4,,,554.7837753295898,2253.7963256835938,790.5376510620117,2281.463836669922,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,2,18.0,19.6,,,790.5376510620117,2253.7963256835938,1030.0081787109375,2281.463836669922,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,3,18.0,24.9,,,1030.0081787109375,2253.7963256835938,1269.4786834716797,2281.463836669922,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,17,4,18.0,30.1,,,1269.4786834716797,2253.7963256835938,1545.0,2281.463836669922,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,18,0,19.0,9.1,,,240.0,2281.463836669922,554.7837753295898,2309.13134765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,18,1,19.0,14.4,,,554.7837753295898,2281.463836669922,790.5376510620117,2309.13134765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,18,2,19.0,19.6,,,790.5376510620117,2281.463836669922,1030.0081787109375,2309.13134765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,18,3,19.0,24.9,,,1030.0081787109375,2281.463836669922,1269.4786834716797,2309.13134765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,18,4,19.0,30.1,,,1269.4786834716797,2281.463836669922,1545.0,2309.13134765625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,19,0,20.0,9.1,,,240.0,2309.13134765625,554.7837753295898,2343.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,19,1,20.0,14.4,,,554.7837753295898,2309.13134765625,790.5376510620117,2343.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,19,2,20.0,19.6,,,790.5376510620117,2309.13134765625,1030.0081787109375,2343.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,19,3,20.0,24.9,,,1030.0081787109375,2309.13134765625,1269.4786834716797,2343.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_LOWER_50_OUTRIGGER,19,4,20.0,30.1,,,1269.4786834716797,2309.13134765625,1545.0,2343.0,false,,Direct independent PDF review required; no parser value supplied.
