source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,0,0,3.0,9.1,,,240.0,672.0,665.3374099731445,713.9341278076172,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,7,2,8.0,19.6,,,901.09130859375,879.9386444091797,1140.5618133544922,907.6060638427734,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,7,3,8.0,24.9,,,1140.5618133544922,879.9386444091797,1545.0,907.6060638427734,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,0,9.0,9.1,,,240.0,907.6060638427734,665.3374099731445,935.2734832763672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,1,9.0,14.4,,,665.3374099731445,907.6060638427734,901.09130859375,935.2734832763672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,2,9.0,19.6,,,901.09130859375,907.6060638427734,1140.5618133544922,935.2734832763672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,3,9.0,24.9,,,1140.5618133544922,907.6060638427734,1545.0,935.2734832763672,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,0,10.0,9.1,,,240.0,935.2734832763672,665.3374099731445,962.9409027099609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,1,10.0,14.4,,,665.3374099731445,935.2734832763672,901.09130859375,962.9409027099609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,2,10.0,19.6,,,901.09130859375,935.2734832763672,1140.5618133544922,962.9409027099609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,3,10.0,24.9,,,1140.5618133544922,935.2734832763672,1545.0,962.9409027099609,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,0,11.0,9.1,,,240.0,962.9409027099609,665.3374099731445,990.6083679199219,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,1,11.0,14.4,,,665.3374099731445,962.9409027099609,901.09130859375,990.6083679199219,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,2,11.0,19.6,,,901.09130859375,962.9409027099609,1140.5618133544922,990.6083679199219,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,3,11.0,24.9,,,1140.5618133544922,962.9409027099609,1545.0,990.6083679199219,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,0,12.0,9.1,,,240.0,990.6083679199219,665.3374099731445,1018.27587890625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,1,12.0,14.4,,,665.3374099731445,990.6083679199219,901.09130859375,1018.27587890625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,2,12.0,19.6,,,901.09130859375,990.6083679199219,1140.5618133544922,1018.27587890625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,3,12.0,24.9,,,1140.5618133544922,990.6083679199219,1545.0,1018.27587890625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,0,13.0,9.1,,,240.0,1018.27587890625,665.3374099731445,1045.9433898925781,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,1,13.0,14.4,,,665.3374099731445,1018.27587890625,901.09130859375,1045.9433898925781,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,2,13.0,19.6,,,901.09130859375,1018.27587890625,1140.5618133544922,1045.9433898925781,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,3,13.0,24.9,,,1140.5618133544922,1018.27587890625,1545.0,1045.9433898925781,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,0,14.0,9.1,,,240.0,1045.9433898925781,665.3374099731445,1073.6109008789062,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,1,14.0,14.4,,,665.3374099731445,1045.9433898925781,901.09130859375,1073.6109008789062,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,2,14.0,19.6,,,901.09130859375,1045.9433898925781,1140.5618133544922,1073.6109008789062,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,3,14.0,24.9,,,1140.5618133544922,1045.9433898925781,1545.0,1073.6109008789062,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,0,15.0,9.1,,,240.0,1073.6109008789062,665.3374099731445,1101.2784118652344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,1,15.0,14.4,,,665.3374099731445,1073.6109008789062,901.09130859375,1101.2784118652344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,2,15.0,19.6,,,901.09130859375,1073.6109008789062,1140.5618133544922,1101.2784118652344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,3,15.0,24.9,,,1140.5618133544922,1073.6109008789062,1545.0,1101.2784118652344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,0,16.0,9.1,,,240.0,1101.2784118652344,665.3374099731445,1128.9459228515625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,1,16.0,14.4,,,665.3374099731445,1101.2784118652344,901.09130859375,1128.9459228515625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,2,16.0,19.6,,,901.09130859375,1101.2784118652344,1140.5618133544922,1128.9459228515625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,3,16.0,24.9,,,1140.5618133544922,1101.2784118652344,1545.0,1128.9459228515625,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,0,17.0,9.1,,,240.0,1128.9459228515625,665.3374099731445,1158.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,1,17.0,14.4,,,665.3374099731445,1128.9459228515625,901.09130859375,1158.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,2,17.0,19.6,,,901.09130859375,1128.9459228515625,1140.5618133544922,1158.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,3,17.0,24.9,,,1140.5618133544922,1128.9459228515625,1545.0,1158.0,false,,Direct independent PDF review required; no parser value supplied.
