source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,0,0,3,9.1,AVAILABLE,11.9,240,672,665.33741,713.9341278,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,2,3,4,24.9,NOT_AVAILABLE,,1140.561813,741.6015472,1545,769.2689667,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,3,0,4.5,9.1,AVAILABLE,7,240,769.2689667,665.33741,796.9363861,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,3,1,4.5,14.4,AVAILABLE,6.7,665.33741,769.2689667,901.0913086,796.9363861,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,3,2,4.5,19.6,NOT_AVAILABLE,,901.0913086,769.2689667,1140.561813,796.9363861,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,3,3,4.5,24.9,NOT_AVAILABLE,,1140.561813,769.2689667,1545,796.9363861,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,4,0,5,9.1,AVAILABLE,5.95,240,796.9363861,665.33741,824.6038055,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,4,1,5,14.4,AVAILABLE,5.7,665.33741,796.9363861,901.0913086,824.6038055,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,4,2,5,19.6,NOT_AVAILABLE,,901.0913086,796.9363861,1140.561813,824.6038055,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,4,3,5,24.9,NOT_AVAILABLE,,1140.561813,796.9363861,1545,824.6038055,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,5,0,6,9.1,AVAILABLE,4.3,240,824.6038055,665.33741,852.271225,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,5,1,6,14.4,AVAILABLE,4.1,665.33741,824.6038055,901.0913086,852.271225,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,5,2,6,19.6,NOT_AVAILABLE,,901.0913086,824.6038055,1140.561813,852.271225,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,5,3,6,24.9,NOT_AVAILABLE,,1140.561813,824.6038055,1545,852.271225,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,6,0,7,9.1,NOT_AVAILABLE,,240,852.271225,665.33741,879.9386444,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,6,1,7,14.4,AVAILABLE,3.15,665.33741,852.271225,901.0913086,879.9386444,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,6,2,7,19.6,AVAILABLE,3.05,901.0913086,852.271225,1140.561813,879.9386444,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,6,3,7,24.9,NOT_AVAILABLE,,1140.561813,852.271225,1545,879.9386444,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,7,0,8,9.1,NOT_AVAILABLE,,240,879.9386444,665.33741,907.6060638,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,7,1,8,14.4,AVAILABLE,2.5,665.33741,879.9386444,901.0913086,907.6060638,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,7,2,8,19.6,AVAILABLE,2.4,901.0913086,879.9386444,1140.561813,907.6060638,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,7,3,8,24.9,NOT_AVAILABLE,,1140.561813,879.9386444,1545,907.6060638,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,0,9,9.1,NOT_AVAILABLE,,240,907.6060638,665.33741,935.2734833,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,1,9,14.4,AVAILABLE,2,665.33741,907.6060638,901.0913086,935.2734833,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,2,9,19.6,AVAILABLE,1.9,901.0913086,907.6060638,1140.561813,935.2734833,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,8,3,9,24.9,AVAILABLE,1.85,1140.561813,907.6060638,1545,935.2734833,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,0,10,9.1,NOT_AVAILABLE,,240,935.2734833,665.33741,962.9409027,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,1,10,14.4,AVAILABLE,1.8,665.33741,935.2734833,901.0913086,962.9409027,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,2,10,19.6,AVAILABLE,1.5,901.0913086,935.2734833,1140.561813,962.9409027,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,9,3,10,24.9,AVAILABLE,1.45,1140.561813,935.2734833,1545,962.9409027,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,0,11,9.1,NOT_AVAILABLE,,240,962.9409027,665.33741,990.6083679,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,1,11,14.4,AVAILABLE,1.4,665.33741,962.9409027,901.0913086,990.6083679,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,2,11,19.6,AVAILABLE,1.2,901.0913086,962.9409027,1140.561813,990.6083679,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,10,3,11,24.9,AVAILABLE,1.15,1140.561813,962.9409027,1545,990.6083679,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,0,12,9.1,NOT_AVAILABLE,,240,990.6083679,665.33741,1018.275879,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,1,12,14.4,NOT_AVAILABLE,,665.33741,990.6083679,901.0913086,1018.275879,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,2,12,19.6,AVAILABLE,1.05,901.0913086,990.6083679,1140.561813,1018.275879,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,11,3,12,24.9,AVAILABLE,0.9,1140.561813,990.6083679,1545,1018.275879,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,0,13,9.1,NOT_AVAILABLE,,240,1018.275879,665.33741,1045.94339,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,1,13,14.4,NOT_AVAILABLE,,665.33741,1018.275879,901.0913086,1045.94339,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,2,13,19.6,AVAILABLE,0.8,901.0913086,1018.275879,1140.561813,1045.94339,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,12,3,13,24.9,AVAILABLE,0.65,1140.561813,1018.275879,1545,1045.94339,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,0,14,9.1,NOT_AVAILABLE,,240,1045.94339,665.33741,1073.610901,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,1,14,14.4,NOT_AVAILABLE,,665.33741,1045.94339,901.0913086,1073.610901,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,2,14,19.6,AVAILABLE,0.55,901.0913086,1045.94339,1140.561813,1073.610901,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,13,3,14,24.9,AVAILABLE,0.5,1140.561813,1045.94339,1545,1073.610901,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,0,15,9.1,NOT_AVAILABLE,,240,1073.610901,665.33741,1101.278412,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,1,15,14.4,NOT_AVAILABLE,,665.33741,1073.610901,901.0913086,1101.278412,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,2,15,19.6,AVAILABLE,0.35,901.0913086,1073.610901,1140.561813,1101.278412,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,14,3,15,24.9,AVAILABLE,0.3,1140.561813,1073.610901,1545,1101.278412,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,0,16,9.1,NOT_AVAILABLE,,240,1101.278412,665.33741,1128.945923,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,1,16,14.4,NOT_AVAILABLE,,665.33741,1101.278412,901.0913086,1128.945923,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,2,16,19.6,AVAILABLE,0.2,901.0913086,1101.278412,1140.561813,1128.945923,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,15,3,16,24.9,AVAILABLE,0.2,1140.561813,1101.278412,1545,1128.945923,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,0,17,9.1,NOT_AVAILABLE,,240,1128.945923,665.33741,1158,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,1,17,14.4,NOT_AVAILABLE,,665.33741,1128.945923,901.0913086,1158,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,2,17,19.6,NOT_AVAILABLE,,901.0913086,1128.945923,1140.561813,1158,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_UPPER_ON_TIRES_360_0_KMH,16,3,17,24.9,NOT_AVAILABLE,,1140.561813,1128.945923,1545,1158,TRUE,2026-09-13T17:30:00Z,Direct independent PDF review required; no parser value supplied.
