source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,0,0,3,9.1,AVAILABLE,6,162,840,402.5633354,909.5272064,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,2,1,4,14.4,AVAILABLE,5.2,402.5633354,937.1946259,514.1577072,964.8620453,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,2,2,4,19.6,AVAILABLE,6.5,514.1577072,937.1946259,629.4686966,964.8620453,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,2,3,4,24.9,NOT_AVAILABLE,,629.4686966,937.1946259,744.7797089,964.8620453,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,2,4,4,30.1,NOT_AVAILABLE,,744.7797089,937.1946259,876,964.8620453,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,3,0,4.5,9.1,AVAILABLE,4.9,162,964.8620453,402.5633354,992.5295105,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,3,1,4.5,14.4,AVAILABLE,4.9,402.5633354,964.8620453,514.1577072,992.5295105,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,3,2,4.5,19.6,AVAILABLE,6.1,514.1577072,964.8620453,629.4686966,992.5295105,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,3,3,4.5,24.9,AVAILABLE,6,629.4686966,964.8620453,744.7797089,992.5295105,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,3,4,4.5,30.1,NOT_AVAILABLE,,744.7797089,964.8620453,876,992.5295105,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,4,0,5,9.1,AVAILABLE,4.7,162,992.5295105,402.5633354,1020.197021,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,4,1,5,14.4,AVAILABLE,4.7,402.5633354,992.5295105,514.1577072,1020.197021,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,4,2,5,19.6,AVAILABLE,5.8,514.1577072,992.5295105,629.4686966,1020.197021,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,4,3,5,24.9,AVAILABLE,5.7,629.4686966,992.5295105,744.7797089,1020.197021,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,4,4,5,30.1,NOT_AVAILABLE,,744.7797089,992.5295105,876,1020.197021,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,5,0,6,9.1,AVAILABLE,4.3,162,1020.197021,402.5633354,1047.864532,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,5,1,6,14.4,AVAILABLE,4.3,402.5633354,1020.197021,514.1577072,1047.864532,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,5,2,6,19.6,AVAILABLE,5.2,514.1577072,1020.197021,629.4686966,1047.864532,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,5,3,6,24.9,AVAILABLE,5.1,629.4686966,1020.197021,744.7797089,1047.864532,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,5,4,6,30.1,AVAILABLE,3,744.7797089,1020.197021,876,1047.864532,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,6,0,7,9.1,AVAILABLE,4,162,1047.864532,402.5633354,1075.532043,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,6,1,7,14.4,AVAILABLE,4,402.5633354,1047.864532,514.1577072,1075.532043,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,6,2,7,19.6,AVAILABLE,4.6,514.1577072,1047.864532,629.4686966,1075.532043,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,6,3,7,24.9,AVAILABLE,4.5,629.4686966,1047.864532,744.7797089,1075.532043,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,6,4,7,30.1,AVAILABLE,3,744.7797089,1047.864532,876,1075.532043,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,7,0,8,9.1,AVAILABLE,3.65,162,1075.532043,402.5633354,1103.199554,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,7,1,8,14.4,AVAILABLE,3.65,402.5633354,1075.532043,514.1577072,1103.199554,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,7,2,8,19.6,AVAILABLE,4.1,514.1577072,1075.532043,629.4686966,1103.199554,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,7,3,8,24.9,AVAILABLE,4,629.4686966,1075.532043,744.7797089,1103.199554,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,7,4,8,30.1,AVAILABLE,3,744.7797089,1075.532043,876,1103.199554,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,8,0,9,9.1,AVAILABLE,3.25,162,1103.199554,402.5633354,1130.867065,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,8,1,9,14.4,AVAILABLE,3.35,402.5633354,1103.199554,514.1577072,1130.867065,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,8,2,9,19.6,AVAILABLE,3.75,514.1577072,1103.199554,629.4686966,1130.867065,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,8,3,9,24.9,AVAILABLE,3.65,629.4686966,1103.199554,744.7797089,1130.867065,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,8,4,9,30.1,AVAILABLE,3,744.7797089,1103.199554,876,1130.867065,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,9,0,10,9.1,AVAILABLE,3,162,1130.867065,402.5633354,1158.534576,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,9,1,10,14.4,AVAILABLE,3.1,402.5633354,1130.867065,514.1577072,1158.534576,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,9,2,10,19.6,AVAILABLE,3.5,514.1577072,1130.867065,629.4686966,1158.534576,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,9,3,10,24.9,AVAILABLE,3.4,629.4686966,1130.867065,744.7797089,1158.534576,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,9,4,10,30.1,AVAILABLE,3,744.7797089,1130.867065,876,1158.534576,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,10,0,11,9.1,AVAILABLE,2.7,162,1158.534576,402.5633354,1186.202087,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,10,1,11,14.4,AVAILABLE,2.85,402.5633354,1158.534576,514.1577072,1186.202087,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,10,2,11,19.6,AVAILABLE,3.25,514.1577072,1158.534576,629.4686966,1186.202087,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,10,3,11,24.9,AVAILABLE,3.15,629.4686966,1158.534576,744.7797089,1186.202087,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,10,4,11,30.1,AVAILABLE,3,744.7797089,1158.534576,876,1186.202087,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,11,0,12,9.1,AVAILABLE,2.4,162,1186.202087,402.5633354,1213.869598,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,11,1,12,14.4,AVAILABLE,2.7,402.5633354,1186.202087,514.1577072,1213.869598,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,11,2,12,19.6,AVAILABLE,3,514.1577072,1186.202087,629.4686966,1213.869598,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,11,3,12,24.9,AVAILABLE,2.9,629.4686966,1186.202087,744.7797089,1213.869598,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,11,4,12,30.1,AVAILABLE,3,744.7797089,1186.202087,876,1213.869598,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,12,0,13,9.1,AVAILABLE,2.1,162,1213.869598,402.5633354,1241.537109,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,12,1,13,14.4,AVAILABLE,2.55,402.5633354,1213.869598,514.1577072,1241.537109,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,12,2,13,19.6,AVAILABLE,2.8,514.1577072,1213.869598,629.4686966,1241.537109,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,12,3,13,24.9,AVAILABLE,2.7,629.4686966,1213.869598,744.7797089,1241.537109,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,12,4,13,30.1,AVAILABLE,3,744.7797089,1213.869598,876,1241.537109,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,13,0,14,9.1,AVAILABLE,1.8,162,1241.537109,402.5633354,1269.20462,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,13,1,14,14.4,AVAILABLE,2.4,402.5633354,1241.537109,514.1577072,1269.20462,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,13,2,14,19.6,AVAILABLE,2.65,514.1577072,1241.537109,629.4686966,1269.20462,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,13,3,14,24.9,AVAILABLE,2.55,629.4686966,1241.537109,744.7797089,1269.20462,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,13,4,14,30.1,AVAILABLE,2.8,744.7797089,1241.537109,876,1269.20462,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,14,0,15,9.1,NOT_AVAILABLE,,162,1269.20462,402.5633354,1296.872131,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,14,1,15,14.4,AVAILABLE,2.3,402.5633354,1269.20462,514.1577072,1296.872131,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,14,2,15,19.6,AVAILABLE,2.5,514.1577072,1269.20462,629.4686966,1296.872131,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,14,3,15,24.9,AVAILABLE,2.4,629.4686966,1269.20462,744.7797089,1296.872131,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,14,4,15,30.1,AVAILABLE,2.65,744.7797089,1269.20462,876,1296.872131,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,15,0,16,9.1,NOT_AVAILABLE,,162,1296.872131,402.5633354,1324.539642,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,15,1,16,14.4,AVAILABLE,2.2,402.5633354,1296.872131,514.1577072,1324.539642,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,15,2,16,19.6,AVAILABLE,2.35,514.1577072,1296.872131,629.4686966,1324.539642,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,15,3,16,24.9,AVAILABLE,2.25,629.4686966,1296.872131,744.7797089,1324.539642,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,15,4,16,30.1,AVAILABLE,2.5,744.7797089,1296.872131,876,1324.539642,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,16,0,17,9.1,NOT_AVAILABLE,,162,1324.539642,402.5633354,1352.207153,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,16,1,17,14.4,AVAILABLE,2.1,402.5633354,1324.539642,514.1577072,1352.207153,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,16,2,17,19.6,AVAILABLE,2.2,514.1577072,1324.539642,629.4686966,1352.207153,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,16,3,17,24.9,AVAILABLE,2.1,629.4686966,1324.539642,744.7797089,1352.207153,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,16,4,17,30.1,AVAILABLE,2.35,744.7797089,1324.539642,876,1352.207153,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,17,0,18,9.1,NOT_AVAILABLE,,162,1352.207153,402.5633354,1379.874664,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_LEFT_LATTICE_JIB_8M_0_DEG,17,1,18,14.4,AVAILABLE,2,402.5633354,1352.207153,514.1577072,1379.874664,TRUE,2026-09-13T18:40:00Z,Direct independent PDF review required; no parser value supplied.
