source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,0,0,3,9.1,NOT_AVAILABLE,,876,840,1150.898071,909.5273895,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,6,3,7,24.9,AVAILABLE,3.4,1377.803513,1047.864716,1493.114525,1075.532227,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,6,4,7,30.1,NOT_AVAILABLE,,1493.114525,1047.864716,1623,1075.532227,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,7,0,8,9.1,AVAILABLE,2.65,876,1075.532227,1150.898071,1103.199738,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,7,1,8,14.4,AVAILABLE,3,1150.898071,1075.532227,1262.492477,1103.199738,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,7,2,8,19.6,AVAILABLE,3.3,1262.492477,1075.532227,1377.803513,1103.199738,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,7,3,8,24.9,AVAILABLE,3.3,1377.803513,1075.532227,1493.114525,1103.199738,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,7,4,8,30.1,NOT_AVAILABLE,,1493.114525,1075.532227,1623,1103.199738,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,8,0,9,9.1,AVAILABLE,2.55,876,1103.199738,1150.898071,1130.867249,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,8,1,9,14.4,AVAILABLE,2.8,1150.898071,1103.199738,1262.492477,1130.867249,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,8,2,9,19.6,AVAILABLE,3.2,1262.492477,1103.199738,1377.803513,1130.867249,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,8,3,9,24.9,AVAILABLE,3.15,1377.803513,1103.199738,1493.114525,1130.867249,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,8,4,9,30.1,AVAILABLE,2.1,1493.114525,1103.199738,1623,1130.867249,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,9,0,10,9.1,AVAILABLE,2.45,876,1130.867249,1150.898071,1158.53476,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,9,1,10,14.4,AVAILABLE,2.65,1150.898071,1130.867249,1262.492477,1158.53476,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,9,2,10,19.6,AVAILABLE,3,1262.492477,1130.867249,1377.803513,1158.53476,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,9,3,10,24.9,AVAILABLE,3,1377.803513,1130.867249,1493.114525,1158.53476,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,9,4,10,30.1,AVAILABLE,2.1,1493.114525,1130.867249,1623,1158.53476,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,10,0,11,9.1,AVAILABLE,2.3,876,1158.53476,1150.898071,1186.202271,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,10,1,11,14.4,AVAILABLE,2.5,1150.898071,1158.53476,1262.492477,1186.202271,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,10,2,11,19.6,AVAILABLE,2.85,1262.492477,1158.53476,1377.803513,1186.202271,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,10,3,11,24.9,AVAILABLE,2.85,1377.803513,1158.53476,1493.114525,1186.202271,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,10,4,11,30.1,AVAILABLE,2.1,1493.114525,1158.53476,1623,1186.202271,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,11,0,12,9.1,AVAILABLE,2.2,876,1186.202271,1150.898071,1213.869781,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,11,1,12,14.4,AVAILABLE,2.4,1150.898071,1186.202271,1262.492477,1213.869781,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,11,2,12,19.6,AVAILABLE,2.7,1262.492477,1186.202271,1377.803513,1213.869781,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,11,3,12,24.9,AVAILABLE,2.65,1377.803513,1186.202271,1493.114525,1213.869781,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,11,4,12,30.1,AVAILABLE,2.1,1493.114525,1186.202271,1623,1213.869781,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,12,0,13,9.1,AVAILABLE,2.1,876,1213.869781,1150.898071,1241.537292,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,12,1,13,14.4,AVAILABLE,2.3,1150.898071,1213.869781,1262.492477,1241.537292,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,12,2,13,19.6,AVAILABLE,2.6,1262.492477,1213.869781,1377.803513,1241.537292,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,12,3,13,24.9,AVAILABLE,2.55,1377.803513,1213.869781,1493.114525,1241.537292,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,12,4,13,30.1,AVAILABLE,2.1,1493.114525,1213.869781,1623,1241.537292,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,13,0,14,9.1,AVAILABLE,2,876,1241.537292,1150.898071,1269.204803,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,13,1,14,14.4,AVAILABLE,2.2,1150.898071,1241.537292,1262.492477,1269.204803,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,13,2,14,19.6,AVAILABLE,2.5,1262.492477,1241.537292,1377.803513,1269.204803,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,13,3,14,24.9,AVAILABLE,2.45,1377.803513,1241.537292,1493.114525,1269.204803,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,13,4,14,30.1,AVAILABLE,2.05,1493.114525,1241.537292,1623,1269.204803,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,14,0,15,9.1,NOT_AVAILABLE,,876,1269.204803,1150.898071,1296.872314,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,14,1,15,14.4,AVAILABLE,2.1,1150.898071,1269.204803,1262.492477,1296.872314,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,14,2,15,19.6,AVAILABLE,2.4,1262.492477,1269.204803,1377.803513,1296.872314,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,14,3,15,24.9,AVAILABLE,2.35,1377.803513,1269.204803,1493.114525,1296.872314,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,14,4,15,30.1,AVAILABLE,2,1493.114525,1269.204803,1623,1296.872314,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,15,0,16,9.1,NOT_AVAILABLE,,876,1296.872314,1150.898071,1324.539825,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,15,1,16,14.4,AVAILABLE,2,1150.898071,1296.872314,1262.492477,1324.539825,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,15,2,16,19.6,AVAILABLE,2.3,1262.492477,1296.872314,1377.803513,1324.539825,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,15,3,16,24.9,AVAILABLE,2.25,1377.803513,1296.872314,1493.114525,1324.539825,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,15,4,16,30.1,AVAILABLE,1.95,1493.114525,1296.872314,1623,1324.539825,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,16,0,17,9.1,NOT_AVAILABLE,,876,1324.539825,1150.898071,1352.207336,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,16,1,17,14.4,AVAILABLE,1.9,1150.898071,1324.539825,1262.492477,1352.207336,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,16,2,17,19.6,AVAILABLE,2.2,1262.492477,1324.539825,1377.803513,1352.207336,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,16,3,17,24.9,AVAILABLE,2.15,1377.803513,1324.539825,1493.114525,1352.207336,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,16,4,17,30.1,AVAILABLE,1.9,1493.114525,1324.539825,1623,1352.207336,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,17,0,18,9.1,NOT_AVAILABLE,,876,1352.207336,1150.898071,1379.874847,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,15,PAGE_15_RIGHT_LATTICE_JIB_8M_20_DEG,17,1,18,14.4,AVAILABLE,1.85,1150.898071,1352.207336,1262.492477,1379.874847,TRUE,2026-09-13T19:50:00Z,Direct independent PDF review required; no parser value supplied.
