source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,0,0,3,9.1,AVAILABLE,35,240,672,554.7837753,714.1066132,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,1,4,14.4,AVAILABLE,19.9,554.7837753,741.7740326,790.5376511,769.441452,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,2,4,19.6,AVAILABLE,14.05,790.5376511,741.7740326,1030.008179,769.441452,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,3,4,24.9,AVAILABLE,12.05,1030.008179,741.7740326,1269.478683,769.441452,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,2,4,4,30.1,NOT_AVAILABLE,,1269.478683,741.7740326,1545,769.441452,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,0,4.5,9.1,AVAILABLE,25.5,240,769.441452,554.7837753,797.1088715,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,1,4.5,14.4,AVAILABLE,19.15,554.7837753,769.441452,790.5376511,797.1088715,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,2,4.5,19.6,AVAILABLE,13.2,790.5376511,769.441452,1030.008179,797.1088715,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,3,4.5,24.9,AVAILABLE,11.3,1030.008179,769.441452,1269.478683,797.1088715,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,3,4,4.5,30.1,AVAILABLE,5,1269.478683,769.441452,1545,797.1088715,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,0,5,9.1,AVAILABLE,23,240,797.1088715,554.7837753,824.7762909,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,1,5,14.4,AVAILABLE,18.45,554.7837753,797.1088715,790.5376511,824.7762909,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,2,5,19.6,AVAILABLE,12.45,790.5376511,797.1088715,1030.008179,824.7762909,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,3,5,24.9,AVAILABLE,10.6,1030.008179,797.1088715,1269.478683,824.7762909,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,4,4,5,30.1,AVAILABLE,5,1269.478683,797.1088715,1545,824.7762909,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,0,6,9.1,AVAILABLE,16.25,240,824.7762909,554.7837753,852.4437103,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,1,6,14.4,AVAILABLE,17.25,554.7837753,824.7762909,790.5376511,852.4437103,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,2,6,19.6,AVAILABLE,11,790.5376511,824.7762909,1030.008179,852.4437103,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,3,6,24.9,AVAILABLE,9.4,1030.008179,824.7762909,1269.478683,852.4437103,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,5,4,6,30.1,AVAILABLE,5,1269.478683,824.7762909,1545,852.4437103,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,0,7,9.1,NOT_AVAILABLE,,240,852.4437103,554.7837753,880.1111298,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,1,7,14.4,AVAILABLE,12.1,554.7837753,852.4437103,790.5376511,880.1111298,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,2,7,19.6,AVAILABLE,9.8,790.5376511,852.4437103,1030.008179,880.1111298,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,3,7,24.9,AVAILABLE,8.35,1030.008179,852.4437103,1269.478683,880.1111298,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,6,4,7,30.1,AVAILABLE,5,1269.478683,852.4437103,1545,880.1111298,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,0,8,9.1,NOT_AVAILABLE,,240,880.1111298,554.7837753,907.7785492,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,1,8,14.4,AVAILABLE,9.45,554.7837753,880.1111298,790.5376511,907.7785492,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,2,8,19.6,AVAILABLE,8.85,790.5376511,880.1111298,1030.008179,907.7785492,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,3,8,24.9,AVAILABLE,7.5,1030.008179,880.1111298,1269.478683,907.7785492,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,7,4,8,30.1,AVAILABLE,5,1269.478683,880.1111298,1545,907.7785492,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,0,9,9.1,NOT_AVAILABLE,,240,907.7785492,554.7837753,935.4459686,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,1,9,14.4,AVAILABLE,7.6,554.7837753,907.7785492,790.5376511,935.4459686,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,2,9,19.6,AVAILABLE,8.05,790.5376511,907.7785492,1030.008179,935.4459686,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,3,9,24.9,AVAILABLE,6.8,1030.008179,907.7785492,1269.478683,935.4459686,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,8,4,9,30.1,AVAILABLE,5,1269.478683,907.7785492,1545,935.4459686,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,0,10,9.1,NOT_AVAILABLE,,240,935.4459686,554.7837753,963.1133881,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,1,10,14.4,AVAILABLE,6.25,554.7837753,935.4459686,790.5376511,963.1133881,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,2,10,19.6,AVAILABLE,6.3,790.5376511,935.4459686,1030.008179,963.1133881,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,3,10,24.9,AVAILABLE,6.2,1030.008179,935.4459686,1269.478683,963.1133881,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,9,4,10,30.1,AVAILABLE,5,1269.478683,935.4459686,1545,963.1133881,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,0,11,9.1,NOT_AVAILABLE,,240,963.1133881,554.7837753,990.7808533,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,1,11,14.4,AVAILABLE,5.25,554.7837753,963.1133881,790.5376511,990.7808533,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,2,11,19.6,AVAILABLE,5.3,790.5376511,963.1133881,1030.008179,990.7808533,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,3,11,24.9,AVAILABLE,5.7,1030.008179,963.1133881,1269.478683,990.7808533,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,10,4,11,30.1,AVAILABLE,4.8,1269.478683,963.1133881,1545,990.7808533,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,0,12,9.1,NOT_AVAILABLE,,240,990.7808533,554.7837753,1018.448364,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,1,12,14.4,NOT_AVAILABLE,,554.7837753,990.7808533,790.5376511,1018.448364,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,2,12,19.6,AVAILABLE,4.5,790.5376511,990.7808533,1030.008179,1018.448364,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,3,12,24.9,AVAILABLE,4.5,1030.008179,990.7808533,1269.478683,1018.448364,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,11,4,12,30.1,AVAILABLE,4.5,1269.478683,990.7808533,1545,1018.448364,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,0,13,9.1,NOT_AVAILABLE,,240,1018.448364,554.7837753,1046.115875,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,1,13,14.4,NOT_AVAILABLE,,554.7837753,1018.448364,790.5376511,1046.115875,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,2,13,19.6,AVAILABLE,3.85,790.5376511,1018.448364,1030.008179,1046.115875,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,3,13,24.9,AVAILABLE,3.8,1030.008179,1018.448364,1269.478683,1046.115875,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,12,4,13,30.1,AVAILABLE,3.7,1269.478683,1018.448364,1545,1046.115875,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,0,14,9.1,NOT_AVAILABLE,,240,1046.115875,554.7837753,1073.783386,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,1,14,14.4,NOT_AVAILABLE,,554.7837753,1046.115875,790.5376511,1073.783386,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,2,14,19.6,AVAILABLE,3.3,790.5376511,1046.115875,1030.008179,1073.783386,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,3,14,24.9,AVAILABLE,3.3,1030.008179,1046.115875,1269.478683,1073.783386,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,13,4,14,30.1,AVAILABLE,3.3,1269.478683,1046.115875,1545,1073.783386,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,0,15,9.1,NOT_AVAILABLE,,240,1073.783386,554.7837753,1101.450897,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,1,15,14.4,NOT_AVAILABLE,,554.7837753,1073.783386,790.5376511,1101.450897,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,2,15,19.6,AVAILABLE,2.9,790.5376511,1073.783386,1030.008179,1101.450897,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,3,15,24.9,AVAILABLE,2.85,1030.008179,1073.783386,1269.478683,1101.450897,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,14,4,15,30.1,AVAILABLE,2.85,1269.478683,1073.783386,1545,1101.450897,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,0,16,9.1,NOT_AVAILABLE,,240,1101.450897,554.7837753,1129.118408,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,1,16,14.4,NOT_AVAILABLE,,554.7837753,1101.450897,790.5376511,1129.118408,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,2,16,19.6,AVAILABLE,2.45,790.5376511,1101.450897,1030.008179,1129.118408,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,3,16,24.9,AVAILABLE,2.5,1030.008179,1101.450897,1269.478683,1129.118408,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,15,4,16,30.1,AVAILABLE,2.5,1269.478683,1101.450897,1545,1129.118408,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,0,17,9.1,NOT_AVAILABLE,,240,1129.118408,554.7837753,1156.785919,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,1,17,14.4,NOT_AVAILABLE,,554.7837753,1129.118408,790.5376511,1156.785919,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,2,17,19.6,AVAILABLE,2.15,790.5376511,1129.118408,1030.008179,1156.785919,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,3,17,24.9,AVAILABLE,2.15,1030.008179,1129.118408,1269.478683,1156.785919,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,16,4,17,30.1,AVAILABLE,2.2,1269.478683,1129.118408,1545,1156.785919,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,0,18,9.1,NOT_AVAILABLE,,240,1156.785919,554.7837753,1184.45343,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,1,18,14.4,NOT_AVAILABLE,,554.7837753,1156.785919,790.5376511,1184.45343,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,2,18,19.6,NOT_AVAILABLE,,790.5376511,1156.785919,1030.008179,1184.45343,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,3,18,24.9,AVAILABLE,1.9,1030.008179,1156.785919,1269.478683,1184.45343,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,17,4,18,30.1,AVAILABLE,1.9,1269.478683,1156.785919,1545,1184.45343,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,18,0,19,9.1,NOT_AVAILABLE,,240,1184.45343,554.7837753,1212.120941,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,11,PAGE_11_UPPER_100_OUTRIGGER,18,1,19,14.4,NOT_AVAILABLE,,554.7837753,1184.45343,790.5376511,1212.120941,TRUE,2026-09-09T13:30:00Z,AI visual transcription candidate; requires independent PDF review
