source_document_hash,source_page,configuration,row_index,column_index,radius_m,boom_length_m,expected_cell_status,expected_capacity_t,source_bbox_x0,source_bbox_y0,source_bbox_x1,source_bbox_y1,human_verified,verified_at,verification_note
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,0,0,3.0,9.1,,,240.0,1368.0,795.9474563598633,1411.2569274902344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,3,2,4.5,19.6,,,1031.7013549804688,1466.5919494628906,1545.0,1494.2594604492188,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,4,0,5.0,9.1,,,240.0,1494.2594604492188,795.9474563598633,1521.927017211914,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,4,1,5.0,14.4,,,795.9474563598633,1494.2594604492188,1031.7013549804688,1521.927017211914,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,4,2,5.0,19.6,,,1031.7013549804688,1494.2594604492188,1545.0,1521.927017211914,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,5,0,6.0,9.1,,,240.0,1521.927017211914,795.9474563598633,1549.5945510864258,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,5,1,6.0,14.4,,,795.9474563598633,1521.927017211914,1031.7013549804688,1549.5945510864258,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,5,2,6.0,19.6,,,1031.7013549804688,1521.927017211914,1545.0,1549.5945510864258,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,6,0,7.0,9.1,,,240.0,1549.5945510864258,795.9474563598633,1577.2619934082031,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,6,1,7.0,14.4,,,795.9474563598633,1549.5945510864258,1031.7013549804688,1577.2619934082031,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,6,2,7.0,19.6,,,1031.7013549804688,1549.5945510864258,1545.0,1577.2619934082031,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,7,0,8.0,9.1,,,240.0,1577.2619934082031,795.9474563598633,1604.9295043945312,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,7,1,8.0,14.4,,,795.9474563598633,1577.2619934082031,1031.7013549804688,1604.9295043945312,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,7,2,8.0,19.6,,,1031.7013549804688,1577.2619934082031,1545.0,1604.9295043945312,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,8,0,9.0,9.1,,,240.0,1604.9295043945312,795.9474563598633,1632.5971069335938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,8,1,9.0,14.4,,,795.9474563598633,1604.9295043945312,1031.7013549804688,1632.5971069335938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,8,2,9.0,19.6,,,1031.7013549804688,1604.9295043945312,1545.0,1632.5971069335938,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,9,0,10.0,9.1,,,240.0,1632.5971069335938,795.9474563598633,1660.2646179199219,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,9,1,10.0,14.4,,,795.9474563598633,1632.5971069335938,1031.7013549804688,1660.2646179199219,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,9,2,10.0,19.6,,,1031.7013549804688,1632.5971069335938,1545.0,1660.2646179199219,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,10,0,11.0,9.1,,,240.0,1660.2646179199219,795.9474563598633,1687.9320373535156,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,10,1,11.0,14.4,,,795.9474563598633,1660.2646179199219,1031.7013549804688,1687.9320373535156,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,10,2,11.0,19.6,,,1031.7013549804688,1660.2646179199219,1545.0,1687.9320373535156,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,11,0,12.0,9.1,,,240.0,1687.9320373535156,795.9474563598633,1715.5995483398438,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,11,1,12.0,14.4,,,795.9474563598633,1687.9320373535156,1031.7013549804688,1715.5995483398438,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,11,2,12.0,19.6,,,1031.7013549804688,1687.9320373535156,1545.0,1715.5995483398438,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,12,0,13.0,9.1,,,240.0,1715.5995483398438,795.9474563598633,1743.2671508789062,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,12,1,13.0,14.4,,,795.9474563598633,1715.5995483398438,1031.7013549804688,1743.2671508789062,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,12,2,13.0,19.6,,,1031.7013549804688,1715.5995483398438,1545.0,1743.2671508789062,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,13,0,14.0,9.1,,,240.0,1743.2671508789062,795.9474563598633,1770.9346618652344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,13,1,14.0,14.4,,,795.9474563598633,1743.2671508789062,1031.7013549804688,1770.9346618652344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,13,2,14.0,19.6,,,1031.7013549804688,1743.2671508789062,1545.0,1770.9346618652344,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,14,0,15.0,9.1,,,240.0,1770.9346618652344,795.9474563598633,1798.6020812988281,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,14,1,15.0,14.4,,,795.9474563598633,1770.9346618652344,1031.7013549804688,1798.6020812988281,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,14,2,15.0,19.6,,,1031.7013549804688,1770.9346618652344,1545.0,1798.6020812988281,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,15,0,16.0,9.1,,,240.0,1798.6020812988281,795.9474563598633,1826.2695922851562,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,15,1,16.0,14.4,,,795.9474563598633,1798.6020812988281,1031.7013549804688,1826.2695922851562,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,15,2,16.0,19.6,,,1031.7013549804688,1798.6020812988281,1545.0,1826.2695922851562,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,16,0,17.0,9.1,,,240.0,1826.2695922851562,795.9474563598633,1854.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,16,1,17.0,14.4,,,795.9474563598633,1826.2695922851562,1031.7013549804688,1854.0,false,,Direct independent PDF review required; no parser value supplied.
7048039dfe68b0626f72966c3ce2db635559443cb131652ff89fa834e27e3207,12,PAGE_12_LOWER_ON_TIRES_0_MAX_2_KMH,16,2,17.0,19.6,,,1031.7013549804688,1826.2695922851562,1545.0,1854.0,false,,Direct independent PDF review required; no parser value supplied.
